fraction,reciprocity,specify
0.09521484375,0.77587890625,0.0
1,0.55712890625,0.33
1,0.18896484375,0.67
0.0205078125,0.0615234375,0.0
0.1767578125,0.5966796875,0.0
1,0.28271484375,0.33
1,0.8779296875,0.33
1,0.55712890625,1.0
0.83056640625,0.09521484375,0.0
1,0.11962890625,0.67
0.7197265625,0.7802734375,0.0
1,0.33837890625,0.33
1,0.8779296875,0.33
1,0.87646484375,1.0
0.83056640625,0.77587890625,0.0
1,0.5966796875,0.33
1,0.11962890625,0.67
1,0.28271484375,0.33
1,0.5615234375,0.33
1,0.87646484375,1.0
0.83056640625,0.77587890625,0.0
1,0.7802734375,0.33
0.68896484375,0.68896484375,0.0
1,0.8779296875,0.67
1,0.59521484375,0.67
1,0.5966796875,0.33
1,0.33837890625,1.0
0.54931640625,0.68896484375,0.0
1,0.05712890625,1.0
1,0.5615234375,0.67
0.1767578125,0.7802734375,0.0
1,0.59521484375,0.67
0.68896484375,0.61962890625,0.0
1,0.33837890625,0.33
1,0.87646484375,0.33
1,0.8779296875,0.67
1,0.7802734375,0.33
0.68896484375,0.68896484375,0.0
1,0.78271484375,0.33
1,0.27587890625,0.67
1,0.05712890625,0.33
1,0.5615234375,0.33
1,0.3466796875,0.67
0.68896484375,0.61962890625,0.0
1,0.78271484375,0.33
1,0.59521484375,0.67
1,0.87646484375,0.33
1,0.5615234375,0.67
0.54931640625,0.68896484375,0.0
1,0.83837890625,0.33
1,0.3466796875,0.67
1,0.27587890625,0.67
0.54931640625,0.61962890625,0.0
1,0.78271484375,1.0
1,0.1279296875,0.67
1,0.5302734375,0.67
1,0.59521484375,0.67
1,0.05712890625,1.0
0.54931640625,0.61962890625,0.0
1,0.83837890625,1.0
1,0.1279296875,0.67
0.9697265625,0.3466796875,0.0
1,0.27587890625,0.67
1,0.05712890625,0.33
1,0.78271484375,1.0
1,0.43896484375,0.67
1,0.8115234375,0.67
0.9697265625,0.5302734375,0.0
1,0.27587890625,0.67
1,0.83837890625,0.33
1,0.12646484375,0.33
1,0.43896484375,0.67
1,0.1279296875,0.67
0.9267578125,0.3466796875,0.0
1,0.34521484375,0.33
1,0.83837890625,1.0
1,0.86962890625,0.67
1,0.12646484375,0.33
1,0.8115234375,0.67
1,0.5302734375,0.67
1,0.34521484375,0.33
1,0.43896484375,0.33
1,0.03271484375,0.67
1,0.30712890625,0.33
0.9267578125,0.5302734375,0.0
1,0.1279296875,0.67
1,0.86962890625,0.33
1,0.02587890625,0.33
0.75146484375,0.12646484375,0.0
1,0.03271484375,0.67
1,0.8466796875,0.33
1,0.8115234375,0.67
1,0.43896484375,0.33
1,0.34521484375,1.0
1,0.58837890625,0.67
0.75146484375,0.30712890625,0.0
1,0.8466796875,0.33
1,0.8115234375,0.67
1,0.86962890625,0.67
0.23681640625,0.12646484375,0.0
1,0.6279296875,0.33
1,0.03271484375,0.67
1,0.0302734375,0.33
1,0.86962890625,0.33
1,0.02587890625,1.0
1,0.6279296875,0.33
1,0.8115234375,0.67
1,0.5302734375,0.67
1,0.34521484375,0.33
1,0.16650390625,0.67
1,0.03271484375,0.67
0.9267578125,0.5302734375,0.0
1,0.1279296875,0.67
1,0.39208984375,0.67
1,0.02587890625,0.33
1,0.03271484375,0.67
1,0.8466796875,0.33
1,0.8115234375,0.67
1,0.39208984375,0.67
1,0.34521484375,1.0
1,0.58837890625,0.67
1,0.8466796875,0.33
1,0.8115234375,0.67
1,0.41650390625,0.67
1,0.6279296875,0.33
1,0.03271484375,0.67
1,0.0302734375,0.33
1,0.02587890625,1.0
1,0.39208984375,1.0
1,0.6279296875,0.33
1,0.8466796875,0.67
1,0.58837890625,0.67
1,0.34521484375,1.0
1,0.41650390625,1.0
1,0.3115234375,0.33
1,0.0302734375,0.67
1,0.03271484375,0.67
1,0.02587890625,0.33
1,0.6279296875,0.33
1,0.39208984375,1.0
1,0.8466796875,0.67
1,0.58837890625,0.67
1,0.3115234375,0.33
1,0.41650390625,0.67
1,0.58837890625,0.67
1,0.0302734375,0.33
1,0.02587890625,1.0
1,0.6279296875,0.33
1,0.41650390625,1.0
1,0.84521484375,0.67
1,0.53271484375,0.33
1,0.0302734375,0.67
1,0.3115234375,0.33
1,0.84521484375,0.67
1,0.53271484375,0.33
0.3447265625,0.4716796875,0.0
1,0.3115234375,0.33
1,0.52587890625,0.67
1,0.08837890625,0.33
0.3017578125,0.4716796875,0.0
1,0.0029296875,0.33
1,0.84521484375,0.33
1,0.53271484375,0.33
1,0.8466796875,0.67
1,0.65771484375,0.67
1,0.77490234375,0.33
1,0.48583984375,0.33
1,0.3779296875,1.0
1,0.00146484375,1.0
1,0.71337890625,1.0
1,0.40869140625,0.33
1,0.26025390625,0.33
1,0.0302734375,0.33
1,0.93212890625,0.67
1,0.71337890625,0.67
1,0.77490234375,1.0
1,0.26025390625,0.33
1,0.93212890625,1.0
1,0.0302734375,0.67
0.53271484375,0.40771484375,0.0
1,0.98583984375,1.0
1,0.40869140625,1.0
0.3447265625,0.4716796875,0.0
1,0.50146484375,0.33
0.01806640625,0.40771484375,0.0
1,0.98583984375,1.0
1,0.77490234375,1.0
0.3017578125,0.4716796875,0.0
1,0.50146484375,0.33
0.53271484375,0.96337890625,0.0
1,0.76025390625,1.0
1,0.40869140625,0.33
0.3447265625,0.1552734375,0.0
1,0.43212890625,0.33
1,0.40771484375,0.67
1,0.98583984375,0.67
1,0.4716796875,0.67
1,0.50146484375,0.33
1,0.40869140625,1.0
1,0.96337890625,0.67
1,0.76025390625,0.67
0.39990234375,0.39990234375,0.0
1,0.43212890625,0.33
1,0.1552734375,0.67
1,0.40771484375,0.67
1,0.98583984375,0.67
0.01806640625,0.96337890625,0.0
0.29150390625,0.39990234375,0.0
1,0.50146484375,0.33
1,0.4716796875,0.67
1,0.76025390625,1.0
1,0.96337890625,0.67
0.39990234375,0.28369140625,0.0
1,0.43212890625,0.33
1,0.76025390625,0.67
0.3017578125,0.1552734375,0.0
1,0.90771484375,0.67
1,0.39990234375,0.67
1,0.43212890625,0.33
1,0.1552734375,0.67
1,0.04833984375,0.33
1,0.90771484375,0.67
1,0.28369140625,0.67
1,0.25146484375,0.67
1,0.9716796875,0.67
1,0.46337890625,0.67
1,0.04833984375,0.33
1,0.9716796875,0.67
1,0.39990234375,0.67
1,0.25146484375,0.67
0.03271484375,0.90771484375,0.0
1,0.44775390625,0.33
1,0.6552734375,0.67
0.29150390625,0.28369140625,0.0
0.03271484375,0.46337890625,0.0
1,0.18212890625,0.67
1,0.9716796875,0.33
1,0.04833984375,0.67
0.51806640625,0.90771484375,0.0
1,0.28369140625,0.67
1,0.25146484375,0.33
1,0.6552734375,0.33
1,0.44775390625,0.67
1,0.89990234375,0.67
1,0.46337890625,0.67
1,0.18212890625,0.33
1,0.9716796875,0.33
1,0.89990234375,0.67
0.51806640625,0.46337890625,0.0
1,0.04833984375,0.67
1,0.6552734375,0.67
1,0.25146484375,0.33
1,0.78369140625,0.67
1,0.14208984375,0.67
1,0.44775390625,0.33
1,0.6552734375,0.33
0.89990234375,0.89990234375,0.0
1,0.18212890625,0.67
1,0.44775390625,0.67
1,0.14208984375,0.67
0.89990234375,0.78369140625,0.0
1,0.2216796875,0.33
1,0.18212890625,0.33
1,0.66650390625,0.67
1,0.54833984375,0.67
0.79150390625,0.89990234375,0.0
0.12646484375,0.75146484375,0.0
1,0.2216796875,0.33
1,0.54833984375,0.67
1,0.14208984375,0.33
1,0.78369140625,0.67
1,0.9052734375,0.33
0.36181640625,0.75146484375,0.0
1,0.94775390625,0.67
0.79150390625,0.78369140625,0.0
1,0.66650390625,0.33
0.12646484375,0.68212890625,0.0
0.5947265625,0.2216796875,0.0
0.64208984375,0.54833984375,0.0
1,0.14990234375,0.33
1,0.14208984375,0.33
1,0.75146484375,0.67
0.5947265625,0.9052734375,0.0
0.64208984375,0.94775390625,0.0
1,0.66650390625,0.67
1,0.68212890625,0.67
1,0.14990234375,0.33
0.0517578125,0.2216796875,0.0
0.65869140625,0.54833984375,0.0
1,0.66650390625,0.33
1,0.75146484375,0.67
1,0.9052734375,0.33
1,0.53369140625,0.33
1,0.94775390625,0.67
0.0517578125,0.9052734375,0.0
0.36181640625,0.68212890625,0.0
1,0.64208984375,0.33
1,0.14990234375,0.33
1,0.7216796875,1.0
1,0.68212890625,0.67
1,0.64208984375,0.33
1,0.53369140625,0.33
1,0.7216796875,1.0
1,0.18896484375,0.67
1,0.16650390625,0.33
1,0.14990234375,0.33
1,0.4052734375,1.0
1,0.64208984375,0.67
1,0.18896484375,0.67
1,0.53369140625,0.33
1,0.16650390625,0.67
1,0.11962890625,0.67
1,0.53369140625,0.33
1,0.64208984375,0.67
1,0.64990234375,0.67
1,0.18896484375,0.67
1,0.16650390625,0.33
1,0.64990234375,0.67
1,0.11962890625,0.67
1,0.16650390625,0.67
1,0.03369140625,0.67
1,0.18896484375,0.67
1,0.39208984375,0.67
1,0.64990234375,0.67
1,0.11962890625,0.67
1,0.39208984375,0.67
1,0.03369140625,0.67
1,0.11962890625,0.67
1,0.41650390625,0.67
1,0.64990234375,0.67
0.68896484375,0.68896484375,0.0
1,0.39208984375,1.0
0.54931640625,0.68896484375,0.0
1,0.03369140625,0.67
0.68896484375,0.61962890625,0.0
1,0.41650390625,1.0
1,0.03369140625,0.67
0.68896484375,0.68896484375,0.0
1,0.39208984375,1.0
1,0.33740234375,0.33
0.68896484375,0.61962890625,0.0
1,0.41650390625,0.67
1,0.33740234375,0.33
0.54931640625,0.68896484375,0.0
1,0.72119140625,0.33
1,0.41650390625,1.0
0.54931640625,0.61962890625,0.0
0.29833984375,0.89208984375,0.0
0.54931640625,0.61962890625,0.0
1,0.33740234375,1.0
0.18994140625,0.89208984375,0.0
1,0.43896484375,0.67
1,0.72119140625,1.0
0.29833984375,0.91650390625,0.0
1,0.43896484375,0.67
1,0.89208984375,0.33
1,0.33740234375,1.0
1,0.86962890625,0.67
1,0.91650390625,0.33
1,0.72119140625,0.33
1,0.43896484375,0.33
1,0.89208984375,0.33
1,0.72119140625,1.0
1,0.86962890625,0.33
0.18994140625,0.91650390625,0.0
1,0.83740234375,0.67
1,0.91650390625,0.33
1,0.43896484375,0.33
1,0.83740234375,0.67
1,0.86962890625,0.67
1,0.26708984375,0.33
1,0.22119140625,0.67
1,0.86962890625,0.33
1,0.26708984375,0.33
1,0.83740234375,0.33
1,0.93896484375,0.33
1,0.79150390625,0.33
1,0.22119140625,0.33
1,0.93896484375,0.33
0.42333984375,0.26708984375,0.0
1,0.83740234375,0.33
1,0.36962890625,0.33
0.42333984375,0.79150390625,0.0
1,0.93896484375,0.67
1,0.22119140625,0.67
0.06494140625,0.26708984375,0.0
1,0.36962890625,0.67
1,0.22119140625,0.33
1,0.79150390625,0.33
1,0.93896484375,0.67
0.06494140625,0.79150390625,0.0
0.96240234375,0.08740234375,0.0
1,0.36962890625,0.33
1,0.76708984375,1.0
0.60400390625,0.08740234375,0.0
1,0.36962890625,0.67
1,0.76708984375,1.0
0.96240234375,0.47119140625,0.0
0.31396484375,0.31396484375,0.0
1,0.29150390625,1.0
1,0.08740234375,0.33
0.92431640625,0.31396484375,0.0
1,0.76708984375,0.67
1,0.47119140625,0.33
0.31396484375,0.49462890625,0.0
1,0.29150390625,0.67
1,0.31396484375,0.67
1,0.08740234375,0.33
1,0.76708984375,0.67
0.60400390625,0.47119140625,0.0
1,0.49462890625,0.67
1,0.29150390625,1.0
1,0.47119140625,0.33
1,0.31396484375,0.67
1,0.29150390625,0.67
1,0.58740234375,0.67
0.92431640625,0.49462890625,0.0
0.67333984375,0.01708984375,0.0
1,0.58740234375,0.67
1,0.49462890625,0.67
1,0.97119140625,0.67
1,0.81396484375,0.67
0.31494140625,0.01708984375,0.0
1,0.58740234375,0.67
1,0.81396484375,0.67
0.67333984375,0.04150390625,0.0
1,0.97119140625,0.67
1,0.99462890625,0.67
1,0.58740234375,0.67
0.81396484375,0.81396484375,0.0
1,0.01708984375,0.67
1,0.97119140625,0.67
1,0.97119140625,0.67
1,0,1.0
1,0,1.0
1,0,1.0
1,0.9,1.0
1,0.9,1.0
1,0.5,1
